DateTime,DistrictCoolingFacility,DistrictHeatingFacility,DrybulbTemperatureHourly,ElectricityFacility,ZONE10OperativeTemperature,ZONE11OperativeTemperature,ZONE12OperativeTemperature,ZONE1OperativeTemperature,ZONE2OperativeTemperature,ZONE3OperativeTemperature,ZONE4OperativeTemperature,ZONE5OperativeTemperature,ZONE6OperativeTemperature,ZONE7OperativeTemperature,ZONE8OperativeTemperature,ZONE9OperativeTemperature
1325822400,0,277268.1644,2.162037037,56613.73109,17.65762838,17.85716768,12.16085494,17.0295466,13.1730755,16.96745347,17.66757997,17.68945312,17.91007969,16.59054926,19.19543394,18.9297563
1325826000,0,3797557.531,1.254243827,56613.73109,17.56368308,17.79758388,12.14651605,16.93852013,13.11855674,16.88651562,17.60131542,19.10213224,17.8233889,16.49171088,19.01505212,18.76740229
1325829600,0,19191579.23,0.851466049,56613.73109,19.17041148,17.7441496,12.13309617,18.80194685,13.07646416,18.73286435,19.05477324,19.2866959,19.24611048,18.56920917,19.80754303,18.60975119
1325833200,0,17164690.99,1.766975309,2614218.409,19.30146019,17.89390494,12.12012357,18.96896711,13.077953,18.88393169,19.1856465,19.33315588,19.38548777,18.76683405,20.03470137,18.63120458
1325836800,0,14783847.68,3.702546296,2411229.924,19.34985566,18.04348909,12.10384031,19.04374945,13.13153686,18.93855254,19.3268629,19.36905212,19.53517722,18.90714341,20.77114624,18.75001547
1325840400,0,13231455.89,5.888503086,2331230.329,19.39670017,18.12372633,12.09206161,19.1050519,13.22191636,18.97891589,19.39520177,19.39819226,19.64211464,18.98659465,21.85772703,18.9896833
1325844000,0,10536520.17,8.108024691,1172085.51,19.43925045,18.20012638,12.09207792,19.13686407,13.33124022,18.99806041,19.40420279,19.42210797,19.70673209,19.01576144,22.73029518,20.18320232
1325847600,0,9592449.887,9.865354938,1172085.51,19.4768006,18.29608451,12.10383248,19.16743287,13.43891676,19.01750483,19.38336741,19.44099147,19.75092557,19.02533484,23.50511931,21.75934233
1325851200,0,8727977.635,11.45563272,1172085.51,19.5123688,18.40406572,12.13888467,19.20791237,13.54436594,19.03861569,19.38428718,19.45545645,19.75894448,19.04439862,23.78060404,23.00994253
1325854800,0,8074661.232,12.67901235,1172085.51,19.54186637,18.52128938,12.19694438,19.25341992,13.64357546,19.05976166,19.38527353,19.4661767,19.75375201,19.05548803,23.93318812,24.12376048
1325858400,0,7953613.332,12.98765432,1172085.51,19.55391992,18.65516259,12.2600424,19.26940117,13.69770885,19.07006614,19.37677625,19.4724629,19.71691367,19.05172344,23.60123529,25.07575547
1325862000,0,9658799.924,9.451774691,1172085.51,19.5270379,18.76137331,12.30017944,19.21605359,13.5746422,19.06260368,19.35415383,19.47240105,19.64257742,19.0278434,22.340054,25.25483511
1325865600,0,9378317.747,9.060185185,2303687.91,19.52765567,18.78062758,12.32337351,19.19408315,13.50000653,19.06371772,19.34370747,19.47509702,19.60655305,19.01919703,21.66259631,24.47190439
